Protein	Description	Exp. q-value: Combined	Protein FDR Confidence: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Razor Peptides	Abundances (Normalized): A1: Pg_1	Abundances (Normalized): A2: Pg_2	Abundances (Normalized): A3: Pg_3	Found in Sample: A1: Pg_1	Found in Sample: A2: Pg_2	Found in Sample: A3: Pg_3
EOS15814	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1041227:1041763:1 gene:C803_04127 transcript:EOS15814 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.566	9	2	5	2	178	20.4	8.72	3.8	0	5098933.941	5576831.75	5372449.496	High	High	High
EOS20137	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1017428:1017892:1 gene:C803_00819 transcript:EOS20137 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.563	10	2	5	2	154	17.3	4.7	1.79	0	2438993.264	2402781.125	2484567.952	High	High	High
EOS14134	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:268893:270434:1 gene:C803_04960 transcript:EOS14134 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.549	4	2	3	2	513	58.9	5.16	0	0	2056438.159	1786937.875	1997519.37	High	High	Peak Found
EOS16089	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1396126:1397442:1 gene:C803_04404 transcript:EOS16089 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.549	5	2	4	2	438	49.3	8.69	5.44	0	1863426.554	1839156.313	1803981.754	High	High	High
EOS18303	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2308211:2308405:-1 gene:C803_01965 transcript:EOS18303 gene_biotype:protein_coding transcript_biotype:protein_coding description:TatA/E family twin arginine-targeting protein translocase	0.001	High	4.544	22	1	1	1	64	6.9	6.7	0	0	1380285.332	1498420.875	1397185.551	Peak Found	High	Peak Found
EOS17774	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:873608:875497:-1 gene:C803_02788 transcript:EOS17774 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.536	2	1	2	1	629	70.6	6.71	1.97	0	1504868.181	1567438.75	1181260.058	High	Peak Found	High
EOS17965	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:136698:138644:-1 gene:C803_02171 transcript:EOS17965 gene_biotype:protein_coding transcript_biotype:protein_coding description:ATP-binding cassette, subfamily F, member 3"	0.001	High	4.491	3	2	3	1	648	73.7	5.36	3.44	0	1010404.198	759467.3125	897396.8436	High	Peak Found	High
EOS14169	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:312879:314144:1 gene:C803_04995 transcript:EOS14169 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.451	2	1	5	1	421	47	4.72	5.35	0	2763527.704	2478523.5	3063762.594	High	High	High
EOS17910	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:74261:74629:1 gene:C803_02116 transcript:EOS17910 gene_biotype:protein_coding transcript_biotype:protein_coding description:biopolymer transporter ExbD	0.001	High	4.434	7	1	3	1	122	13.8	8.34	5.78	0	2303589.15	2181907.5	1922752.154	High	High	High
EOS20253	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1133743:1134342:-1 gene:C803_00935 transcript:EOS20253 gene_biotype:protein_coding transcript_biotype:protein_coding description:LemA protein	0.001	High	4.432	12	2	2	2	199	22.5	8.25	0	0	1745917.705	369414.3125	1689206.274	High	Peak Found	High
EOS16088	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1394158:1396074:1 gene:C803_04403 transcript:EOS16088 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.405	2	1	2	1	638	72.4	5.85	3.51	0	2263263.737	1782661.75	1801731.462	High	Peak Found	High
EOS17552	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:614108:615607:-1 gene:C803_02564 transcript:EOS17552 gene_biotype:protein_coding transcript_biotype:protein_coding description:D-citramalate synthase	0.001	High	4.401	2	1	2	1	499	55.3	5.72	0	0				n/a	High	High
EOS18939	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1343145:1344815:-1 gene:C803_01102 transcript:EOS18939 gene_biotype:protein_coding transcript_biotype:protein_coding description:TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region"	0.001	High	4.385	2	1	3	1	556	63	8.43	7.14	0	1155146.435	897783.5625	780740.5642	High	High	Peak Found
EOS18202	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2183871:2184722:1 gene:C803_01863 transcript:EOS18202 gene_biotype:protein_coding transcript_biotype:protein_coding description:ribosomal protein L11 methyltransferase	0.001	High	4.364	7	1	1	1	283	32.1	4.59	0	0	1449030.281	1673082.25	1908300.291	Peak Found	Peak Found	High
EOS19586	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:348114:349973:1 gene:C803_00265 transcript:EOS19586 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.362	2	2	7	1	619	69.2	5.64	5	0	3192674.815	3434022	3252313.819	High	High	High
EOS19886	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:734322:735635:-1 gene:C803_00567 transcript:EOS19886 gene_biotype:protein_coding transcript_biotype:protein_coding description:SpoIID/LytB domain-containing protein	0.001	High	4.342	7	2	3	2	437	49.8	5.92	4.03	0	876932.2619	826612.125	888459.6803	Peak Found	High	High
EOS12686	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.8:95941:97095:1 gene:C803_05615 transcript:EOS12686 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.288	4	2	2	2	384	44.3	6.95	0	0	627090.0464	656278.1875	700919.5347	High	High	Peak Found
EOS18236	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2223156:2224181:1 gene:C803_01898 transcript:EOS18236 gene_biotype:protein_coding transcript_biotype:protein_coding description:thiamine biosynthesis lipoprotein	0.001	High	4.26	3	1	3	1	341	38.4	5.5	4.06	0	1117848.226	994457.875	1107142.017	High	High	High
EOS18474	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1745551:1747560:-1 gene:C803_01471 transcript:EOS18474 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.259	1	1	2	1	669	74.7	6.38	4.73	0				n/a	High	High
EOS15307	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:314308:317142:1 gene:C803_03617 transcript:EOS15307 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.258	1	1	1	1	944	105.4	6.7	0	0				n/a	High	n/a
EOS17667	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:736087:737475:1 gene:C803_02679 transcript:EOS17667 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.245	2	1	3	1	462	52	6.23	6.25	0	1005935.572	1171996.875	1010706.81	High	High	High
EOS12819	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:9965:11140:-1 gene:C803_05324 transcript:EOS12819 gene_biotype:protein_coding transcript_biotype:protein_coding description:mannonate dehydratase	0.001	High	4.243	3	1	3	1	391	44.5	5.67	2.16	0				High	High	High
EOS16318	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:193781:194407:1 gene:C803_03535 transcript:EOS16318 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.226	4	1	2	1	208	24.6	5.85	2.11	0	1433464.031	1458298.375	1320138.885	Peak Found	High	High
EOS16066	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1360570:1361334:1 gene:C803_04381 transcript:EOS16066 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	4.131	6	1	1	1	254	28.7	5.86	2.01	0				High	n/a	n/a
EOS18162	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2125444:2126376:1 gene:C803_01823 transcript:EOS18162 gene_biotype:protein_coding transcript_biotype:protein_coding description:2-dehydropantoate 2-reductase	0.001	High	4.08	3	1	3	1	310	34.6	5.59	5.74	0	2898510.444	2285170.5	2816192.596	High	High	High
EOS14001	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:108860:109636:1 gene:C803_04827 transcript:EOS14001 gene_biotype:protein_coding transcript_biotype:protein_coding description:zinc transport system ATP-binding protein	0.001	High	4.071	8	1	1	1	258	29	7.61	0	0	1405188.077	941089.75	792574.9182	Peak Found	High	Peak Found
EOS18840	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1687115:1687813:1 gene:C803_01409 transcript:EOS18840 gene_biotype:protein_coding transcript_biotype:protein_coding description:precorrin-2 C20-methyltransferase	0.001	High	4.053	4	1	1	1	232	25.9	5.44	0	0	1511079.06	1325683.25	1341850.581	Peak Found	Peak Found	High
EOS12557	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.9:53998:54174:1 gene:C803_05688 transcript:EOS12557 gene_biotype:protein_coding transcript_biotype:protein_coding description:50S ribosomal protein L30	0.001	High	4.052	12	1	3	1	58	6.5	10.01	7.14	0	3493102.136	2548314.5	2730275.81	High	High	High
EOS15692	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:886467:888272:-1 gene:C803_04004 transcript:EOS15692 gene_biotype:protein_coding transcript_biotype:protein_coding description:phosphate:Na+ symporter	0.001	High	4.045	2	1	2	1	601	67.4	5.55	0	0	134628.3643	2171840	2667395.886	High	Peak Found	High
EOS15985	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1247647:1248531:1 gene:C803_04299 transcript:EOS15985 gene_biotype:protein_coding transcript_biotype:protein_coding description:ParB-like partition protein	0.001	High	3.961	6	2	2	2	294	32.9	5.54	0	0	1872901.165	1558304.063	1544324.696	High	High	Peak Found
EOS17907	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:72002:72661:-1 gene:C803_02113 transcript:EOS17907 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.927	5	1	1	1	219	24.9	4.82	2.42	0	949230.1897	878922.375	1085865.719	Peak Found	Peak Found	High
EOS14017	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:124552:124962:1 gene:C803_04843 transcript:EOS14017 gene_biotype:protein_coding transcript_biotype:protein_coding description:YbgC/YbaW family acyl-CoA thioester hydrolase	0.001	High	3.915	7	1	1	1	136	15.7	6.1	0	0	2137794.66	2078407.875	2274697.801	Peak Found	High	Peak Found
EOS15568	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:716987:717712:1 gene:C803_03879 transcript:EOS15568 gene_biotype:protein_coding transcript_biotype:protein_coding description:b558 family succinate dehydrogenase (or fumarate reductase) cytochrome B subunit	0.001	High	3.864	4	1	2	1	241	26.9	8.56	0	0	743039.2119	718251.75	555159.4132	High	Peak Found	High
EOS13938	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:5096:5905:1 gene:C803_04764 transcript:EOS13938 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.851	6	2	4	2	269	30.2	6.35	1.63	0	2130313.67	1889182.875	2289728.634	High	High	High
EOS13022	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:280956:281759:1 gene:C803_05527 transcript:EOS13022 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.8	5	1	1	1	267	29.6	6.39	0	0	2034354.209	1890352.625	1790324.853	Peak Found	High	Peak Found
EOS15986	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1248583:1249275:1 gene:C803_04300 transcript:EOS15986 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.786	6	1	3	1	230	25.9	8.63	0	0	1554824.935	1462319	1631674.013	High	High	High
EOS12856	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:59828:60313:1 gene:C803_05361 transcript:EOS12856 gene_biotype:protein_coding transcript_biotype:protein_coding description:single-stranded DNA-binding protein	0.001	High	3.754	9	1	1	1	161	17.7	5.99	2.21	0				n/a	n/a	High
EOS17948	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:115759:116193:1 gene:C803_02154 transcript:EOS17948 gene_biotype:protein_coding transcript_biotype:protein_coding description:hsp15-like protein	0.001	High	3.739	6	1	3	1	144	16.5	8.66	6.34	0	1523003.422	1345471.5	1868457.483	High	High	High
EOS18105	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:295370:296188:-1 gene:C803_02312 transcript:EOS18105 gene_biotype:protein_coding transcript_biotype:protein_coding description:tRNA pseudouridine synthase A	0.001	High	3.729	8	2	4	2	272	31.1	9.09	0	0	2301073.595	1001402.625	2503923.542	High	High	High
EOS15407	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:454670:455119:1 gene:C803_03717 transcript:EOS15407 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.721	5	1	2	1	149	16.8	8.84	0	0		1738196	1576087.569	n/a	High	High
EOS12840	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:39230:39520:1 gene:C803_05345 transcript:EOS12840 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.692	10	1	3	1	96	11	6.76	4.18	0	3756538.85	3717007.75	3956201.825	High	High	High
EOS16304	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:175039:175446:1 gene:C803_03521 transcript:EOS16304 gene_biotype:protein_coding transcript_biotype:protein_coding description:phenylacetic acid degradation protein PaaD	0.001	High	3.683	10	2	6	2	135	14.6	6.77	0	0	3161555.333	3218254.75	3071965.072	Peak Found	High	High
EOS18310	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2312473:2313393:1 gene:C803_01972 transcript:EOS18310 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.681	3	1	3	1	306	35.3	5.67	3.34	0	1444891.257	1112623.625	1360634.537	High	High	High
EOS16217	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:66369:66764:-1 gene:C803_03434 transcript:EOS16217 gene_biotype:protein_coding transcript_biotype:protein_coding description:hit-like protein	0.001	High	3.678	11	2	3	2	131	14.5	6.68	4.23	0	3231011.945	2745096.75	3000532.594	High	Peak Found	High
EOS15929	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1186274:1193773:-1 gene:C803_04242 transcript:EOS15929 gene_biotype:protein_coding transcript_biotype:protein_coding description:cell surface protein SprA	0.001	High	3.666	1	2	3	2	2499	282.8	6.07	1.82	0	759870.3009	724640.625	907871.6235	High	Peak Found	High
EOS17683	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:760004:760303:1 gene:C803_02695 transcript:EOS17683 gene_biotype:protein_coding transcript_biotype:protein_coding description:anti-anti-sigma factor	0.001	High	3.656	7	1	3	1	99	10.9	5.1	5.68	0	989593.3532	1254922.5	1071984.731	High	High	High
EOS15497	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:593223:594857:1 gene:C803_03808 transcript:EOS15497 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.645	2	1	1	1	544	61.8	5	1.66	0				High	n/a	n/a
EOS18036	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:222145:222456:1 gene:C803_02243 transcript:EOS18036 gene_biotype:protein_coding transcript_biotype:protein_coding description:preprotein translocase, YajC subunit"	0.001	High	3.617	10	1	5	1	103	11.5	9.48	5.01	0	5998121.006	6626349	6376185.579	High	High	High
EOS17263	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1057838:1058311:1 gene:C803_02898 transcript:EOS17263 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.577	5	1	3	1	157	17.4	9.58	5.94	0	2390383.685	2449212.75	2612742.979	High	High	High
EOS17703	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:778253:778714:-1 gene:C803_02716 transcript:EOS17703 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.567	6	1	3	1	153	17.2	4.15	5.46	0	1607671.559	1371156.875	1411418.83	High	High	High
EOS14454	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:160817:162109:-1 gene:C803_04595 transcript:EOS14454 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.56	3	1	1	1	430	47.7	5.27	1.73	0	3935826.433	3598310.25	3893183.009	Peak Found	High	Peak Found
EOS13169	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:86407:87420:1 gene:C803_05106 transcript:EOS13169 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.529	2	1	1	1	337	38.4	4.94	1.68	0	786705.2243	672110.75	838519.0491	Peak Found	Peak Found	High
EOS15694	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:890099:891766:1 gene:C803_04006 transcript:EOS15694 gene_biotype:protein_coding transcript_biotype:protein_coding description:uridine kinase	0.001	High	3.528	2	1	1	1	555	64	6.62	2.28	0	1021925.54	1097258.5	1003170.838	Peak Found	Peak Found	High
EOS19003	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1417370:1418284:-1 gene:C803_01166 transcript:EOS19003 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.502	3	1	3	1	304	34.9	5.8	6.88	0	1764317.655	1799947	1998275.054	High	High	High
EOS15293	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:286873:288549:-1 gene:C803_03603 transcript:EOS15293 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.5	2	1	2	1	558	65	6.07	1.68	0		582754.25		n/a	High	High
EOS18215	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2197898:2198635:-1 gene:C803_01876 transcript:EOS18215 gene_biotype:protein_coding transcript_biotype:protein_coding description:copper homeostasis protein CutC	0.001	High	3.45	4	1	1	1	245	26.6	5.38	1.86	0	2061193.949	2439917.75	2518030.199	High	Peak Found	Peak Found
EOS18926	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1323307:1324035:-1 gene:C803_01089 transcript:EOS18926 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0.001	High	3.43	3	1	3	1	242	26.2	4.74	4.41	0	377409.9306	5168302.5	5932963.908	High	High	High
EOS18549	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1865142:1865369:1 gene:C803_01546 transcript:EOS18549 gene_biotype:protein_coding transcript_biotype:protein_coding description:2-oxoglutarate ferredoxin oxidoreductase subunit delta	0.001	High	3.374	12	1	3	1	75	8.1	8.06	2	0	8542838.63	7808396	7622978.299	High	High	High
EOS12997	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:252795:254021:1 gene:C803_05502 transcript:EOS12997 gene_biotype:protein_coding transcript_biotype:protein_coding description:glycine betaine/L-proline transport ATP binding subunit	0.001	High	3.362	4	1	4	1	408	45.9	5.78	0	0	1877634.565	2247839.063	2451884.286	High	High	High
EOS19171	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1217089:1217931:1 gene:C803_01004 transcript:EOS19171 gene_biotype:protein_coding transcript_biotype:protein_coding description:pantothenate kinase	0.001	High	3.331	5	1	1	1	280	30.1	5.16	0	0	1348106.751	1576465.625	1348937.873	Peak Found	High	Peak Found
EOS13132	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:34488:38006:1 gene:C803_05069 transcript:EOS13132 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0.001	High	3.328	1	1	1	1	1172	131.1	6.58	1.64	0				n/a	High	n/a
