Study_ID,GSM_ID,IN_VIVO,Cancer_type,Cell_Line,sub_clone,Condition,ICB,ICB_study,ICB_group,ICB_Baseline_TYPE,Baseline,Cell_treatment,Cell_genotype,Tumor,Mouse_genotype,Mouse_strain,Mouse_treatment,Timepoint,Implantation,Implantation_site,SRX_ID,SampleName
GSE137818,GSM4088904,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/cJ,no_treatment,NA,orthotopic,mammary fat pad,SRX6884978,SRX6884978
GSE137818,GSM4088905,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/cJ,no_treatment,NA,orthotopic,mammary fat pad,SRX6884979,SRX6884979
GSE137818,GSM4088906,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/cJ,no_treatment,NA,orthotopic,mammary fat pad,SRX6884980,SRX6884980
GSE137818,GSM4088916,in_vivo,Mammary carcinoma,4T1,parental,Brca2_KO,1,R,antiPD1,NA,0,sgBrca2,Brca2_KO,primary,WT,BALB/cJ,antiPD1,NA,orthotopic,mammary fat pad,SRX6884998,SRX6884998
GSE137818,GSM4088917,in_vivo,Mammary carcinoma,4T1,parental,Brca2_KO,1,R,antiPD1,NA,0,sgBrca2,Brca2_KO,primary,WT,BALB/cJ,antiPD1,NA,orthotopic,mammary fat pad,SRX6884999,SRX6884999
GSE137818,GSM4088918,in_vivo,Mammary carcinoma,4T1,parental,Brca2_KO,1,R,antiPD1,NA,0,sgBrca2,Brca2_KO,primary,WT,BALB/cJ,antiPD1,NA,orthotopic,mammary fat pad,SRX6885000,SRX6885000
GSE137818,GSM4088919,in_vivo,Mammary carcinoma,4T1,parental,Brca1_KO,1,NR,antiPD1,NA,0,sgBrca1,Brca1_KO,primary,WT,BALB/cJ,antiPD1,NA,orthotopic,mammary fat pad,SRX6885001,SRX6885001
GSE137818,GSM4088920,in_vivo,Mammary carcinoma,4T1,parental,Brca1_KO,1,NR,antiPD1,NA,0,sgBrca1,Brca1_KO,primary,WT,BALB/cJ,antiPD1,NA,orthotopic,mammary fat pad,SRX6885002,SRX6885002
GSE137818,GSM4088921,in_vivo,Mammary carcinoma,4T1,parental,Brca1_KO,1,NR,antiPD1,NA,0,sgBrca1,Brca1_KO,primary,WT,BALB/cJ,antiPD1,NA,orthotopic,mammary fat pad,SRX6885003,SRX6885003
GSE137818,GSM4088922,in_vivo,Mammary carcinoma,4T1,parental,Brca1_KO,1,NR,antiPD1,NA,0,sgBrca1,Brca1_KO,primary,WT,BALB/cJ,antiPD1,NA,orthotopic,mammary fat pad,SRX6885004,SRX6885004
GSE137818,GSM4088923,in_vivo,Mammary carcinoma,4T1,parental,Brca1_KO,1,NR,antiPD1,NA,0,sgBrca1,Brca1_KO,primary,WT,BALB/cJ,antiPD1,NA,orthotopic,mammary fat pad,SRX6885005,SRX6885005
GSE138224,GSM4103039,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,intradermal,flank,SRX6929128,SRX6929128
GSE138224,GSM4103040,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,intradermal,flank,SRX6929129,SRX6929129
GSE138224,GSM4103041,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,intradermal,flank,SRX6929130,SRX6929130
GSE138224,GSM4103042,in_vivo,Colorectal carcinoma,CT26,parental,iRFA,0,NA,NA,NA,0,NA,WT,primary,WT,BALB/c,incomplete radiofrequency ablation,NA,intradermal,flank,SRX6929131,SRX6929131
GSE138224,GSM4103043,in_vivo,Colorectal carcinoma,CT26,parental,iRFA,0,NA,NA,NA,0,NA,WT,primary,WT,BALB/c,incomplete radiofrequency ablation,NA,intradermal,flank,SRX6929132,SRX6929132
GSE138224,GSM4103044,in_vivo,Colorectal carcinoma,CT26,parental,iRFA,0,NA,NA,NA,0,NA,WT,primary,WT,BALB/c,incomplete radiofrequency ablation,NA,intradermal,flank,SRX6929133,SRX6929133
GSE139474,GSM4142061,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7064319,SRX7064319
GSE139474,GSM4142062,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7064320,SRX7064320
GSE139474,GSM4142063,in_vivo,Colorectal carcinoma,CT26,clone_B04,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7064321,SRX7064321
GSE139474,GSM4142064,in_vivo,Colorectal carcinoma,CT26,clone_B04,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7064322,SRX7064322
GSE139474,GSM4142065,in_vivo,Colorectal carcinoma,CT26,clone_B64,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7064323,SRX7064323
GSE139474,GSM4142066,in_vivo,Colorectal carcinoma,CT26,clone_B65,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7064324,SRX7064324
GSE139475,GSM4142067,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,Baseline,NA,R; NR;,1,NA,WT,primary,WT,BALB/c,isotype,NA,subcutaneous,flank,SRX7064337,SRX7064337
GSE139475,GSM4142068,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,Baseline,NA,R; NR;,1,NA,WT,primary,WT,BALB/c,isotype,NA,subcutaneous,flank,SRX7064338,SRX7064338
GSE139475,GSM4142069,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,Baseline,NA,R; NR;,1,NA,WT,primary,WT,BALB/c,isotype,NA,subcutaneous,flank,SRX7064339,SRX7064339
GSE139475,GSM4142070,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,Baseline,NA,R; NR;,1,NA,WT,primary,WT,BALB/c,isotype,NA,subcutaneous,flank,SRX7064340,SRX7064340
GSE139475,GSM4142071,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,Baseline,NA,R; NR;,1,NA,WT,primary,WT,BALB/c,isotype,NA,subcutaneous,flank,SRX7064341,SRX7064341
GSE139475,GSM4142072,in_vivo,Colorectal carcinoma,CT26,parental,NA,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1,NA,subcutaneous,flank,SRX7064342,SRX7064342
GSE139475,GSM4142073,in_vivo,Colorectal carcinoma,CT26,parental,NA,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1,NA,subcutaneous,flank,SRX7064343,SRX7064343
GSE139475,GSM4142074,in_vivo,Colorectal carcinoma,CT26,parental,NA,1,NR,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1,NA,subcutaneous,flank,SRX7064344,SRX7064344
GSE139475,GSM4142075,in_vivo,Colorectal carcinoma,CT26,parental,NA,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1,NA,subcutaneous,flank,SRX7064345,SRX7064345
GSE139475,GSM4142076,in_vivo,Colorectal carcinoma,CT26,parental,NA,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1,NA,subcutaneous,flank,SRX7064346,SRX7064346
GSE139475,GSM4142077,in_vivo,Colorectal carcinoma,CT26,parental,NA,1,NR,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1,NA,subcutaneous,flank,SRX7064347,SRX7064347
GSE139475,GSM4142078,in_vivo,Colorectal carcinoma,CT26,parental,NA,1,NR,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1,NA,subcutaneous,flank,SRX7064348,SRX7064348
GSE139475,GSM4142079,in_vivo,Colorectal carcinoma,CT26,parental,NA,1,NR,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1,NA,subcutaneous,flank,SRX7064349,SRX7064349
GSE139475,GSM4142080,in_vivo,Colorectal carcinoma,CT26,parental,NA,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1,NA,subcutaneous,flank,SRX7064350,SRX7064350
GSE140192,GSM4156413,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124269,SRX7124269
GSE140192,GSM4156414,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124270,SRX7124270
GSE140192,GSM4156415,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124271,SRX7124271
GSE140192,GSM4156416,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124272,SRX7124272
GSE140192,GSM4156417,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124273,SRX7124273
GSE140192,GSM4156418,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124274,SRX7124274
GSE140192,GSM4156419,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124275,SRX7124275
GSE140192,GSM4156420,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124276,SRX7124276
GSE140192,GSM4156421,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124277,SRX7124277
GSE140192,GSM4156422,in_vivo,Mammary adenocarcinoma,Py230,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124278,SRX7124278
GSE140192,GSM4156423,in_vivo,Mammary adenocarcinoma,Py230,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124279,SRX7124279
GSE140192,GSM4156424,in_vivo,Mammary adenocarcinoma,Py230,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124280,SRX7124280
GSE140192,GSM4156425,in_vivo,Mammary adenocarcinoma,Py230,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124281,SRX7124281
GSE140192,GSM4156426,in_vivo,Mammary adenocarcinoma,Py230,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124282,SRX7124282
GSE140192,GSM4156427,in_vivo,Mammary adenocarcinoma,Py230,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124283,SRX7124283
GSE140192,GSM4156428,in_vivo,Mammary adenocarcinoma,Py230,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124284,SRX7124284
GSE140192,GSM4156429,in_vivo,Mammary adenocarcinoma,Py230,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124285,SRX7124285
GSE140192,GSM4156430,in_vivo,Mammary adenocarcinoma,Py230,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary gland_intraductal,SRX7124286,SRX7124286
GSE142589,GSM4232520,in_vivo,Colorectal carcinoma,CT26,parental,Mettl3_KO,0,NA,NA,NA,0,sgMettl3,Mettl3_KO,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498361,SRX7498361
GSE142589,GSM4232521,in_vivo,Colorectal carcinoma,CT26,parental,Mettl3_KO,0,NA,NA,NA,0,sgMettl3,Mettl3_KO,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498362,SRX7498362
GSE142589,GSM4232522,in_vivo,Colorectal carcinoma,CT26,parental,Mettl3_KO,0,NA,NA,NA,0,sgMettl3,Mettl3_KO,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498363,SRX7498363
GSE142589,GSM4232523,in_vivo,Colorectal carcinoma,CT26,parental,Mettl3_KO,0,NA,NA,NA,0,sgMettl3,Mettl3_KO,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498364,SRX7498364
GSE142589,GSM4232524,in_vivo,Colorectal carcinoma,CT26,parental,Mettl3_KO,0,NA,NA,NA,0,sgMettl3,Mettl3_KO,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498365,SRX7498365
GSE142589,GSM4232525,in_vivo,Colorectal carcinoma,CT26,parental,Mettl3_KO,0,NA,NA,NA,0,sgMettl14,Mettl3_KO,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498366,SRX7498366
GSE142589,GSM4232526,in_vivo,Colorectal carcinoma,CT26,parental,Mettl3_KO,0,NA,NA,NA,0,sgMettl14,Mettl3_KO,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498367,SRX7498367
GSE142589,GSM4232527,in_vivo,Colorectal carcinoma,CT26,parental,Mettl3_KO,0,NA,NA,NA,0,sgMettl14,Mettl3_KO,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498368,SRX7498368
GSE142589,GSM4232528,in_vivo,Colorectal carcinoma,CT26,parental,Mettl3_KO,0,NA,NA,NA,0,sgMettl14,Mettl3_KO,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498369,SRX7498369
GSE142589,GSM4232529,in_vivo,Colorectal carcinoma,CT26,parental,Mettl3_KO,0,NA,NA,NA,0,sgMettl14,Mettl3_KO,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498370,SRX7498370
GSE142589,GSM4232530,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,NA,NA,NA,1,sg_control,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498371,SRX7498371
GSE142589,GSM4232531,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,NA,NA,NA,1,sg_control,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498372,SRX7498372
GSE142589,GSM4232532,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,NA,NA,NA,1,sg_control,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498373,SRX7498373
GSE142589,GSM4232533,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,NA,NA,NA,1,sg_control,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498374,SRX7498374
GSE142589,GSM4232534,in_vivo,Colorectal carcinoma,CT26,parental,NA,0,NA,NA,NA,1,sg_control,WT,primary,WT,BALB/c,no_treatment,NA,subcutaneous,flank,SRX7498375,SRX7498375
GSE144787,GSM4296341,in_vivo,Hepatocellular carcinoma,Hepa1-6,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,intravenous,unknown,SRX7677788,SRX7677788
GSE144787,GSM4296342,in_vivo,Hepatocellular carcinoma,Hepa1-6,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6_Tet2KO,no_treatment,NA,intravenous,unknown,SRX7677789,SRX7677789
GSE144787,GSM4296343,in_vivo,Hepatocellular carcinoma,Hepa1-6,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,intravenous,unknown,SRX7677790,SRX7677790
GSE144787,GSM4296344,in_vivo,Hepatocellular carcinoma,Hepa1-6,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6_Tet2KO,no_treatment,NA,intravenous,unknown,SRX7677791,SRX7677791
GSE144787,GSM4296345,in_vivo,Hepatocellular carcinoma,Hepa1-6,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,intravenous,unknown,SRX7677792,SRX7677792
GSE144787,GSM4296346,in_vivo,Hepatocellular carcinoma,Hepa1-6,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6_Tet2KO,no_treatment,NA,intravenous,unknown,SRX7677793,SRX7677793
GSE144787,GSM4296347,in_vivo,Hepatocellular carcinoma,Hepa1-6,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,intravenous,unknown,SRX7677794,SRX7677794
GSE144787,GSM4296348,in_vivo,Hepatocellular carcinoma,Hepa1-6,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6_Tet2KO,no_treatment,NA,intravenous,unknown,SRX7677795,SRX7677795
GSE144787,GSM4296349,in_vivo,Mammary adenocarcinoma,Py8119,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,unknown,SRX7677796,SRX7677796
GSE144787,GSM4296350,in_vivo,Mammary adenocarcinoma,Py8119,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6_Tet2KO,no_treatment,NA,subcutaneous,unknown,SRX7677797,SRX7677797
GSE144787,GSM4296351,in_vivo,Mammary adenocarcinoma,Py8119,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,unknown,SRX7677798,SRX7677798
GSE144787,GSM4296352,in_vivo,Mammary adenocarcinoma,Py8119,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6_Tet2KO,no_treatment,NA,subcutaneous,unknown,SRX7677799,SRX7677799
GSE146012,GSM4351981,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,GFP,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary fat pad,SRX7810891,SRX7810891
GSE146012,GSM4351982,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,GFP,primary,WT,BALB/c,no_treatment,NA,orthotopic,mammary fat pad,SRX7810892,SRX7810892
GSE146012,GSM4351983,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,GFP,metastasis,WT,BALB/c,no_treatment,NA,orthotopic,mammary fat pad,SRX7810893,SRX7810893
GSE146012,GSM4351984,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,GFP,metastasis,WT,BALB/c,no_treatment,NA,orthotopic,mammary fat pad,SRX7810894,SRX7810894
GSE146012,GSM4351985,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,GFP,metastasis,WT,BALB/c,no_treatment,NA,orthotopic,mammary fat pad,SRX7810895,SRX7810895
GSE146012,GSM4351986,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,GFP,metastasis,WT,BALB/c,no_treatment,NA,intravenous,tail vein,SRX7810896,SRX7810896
GSE146012,GSM4351987,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,GFP,metastasis,WT,BALB/c,no_treatment,NA,intravenous,tail vein,SRX7810897,SRX7810897
GSE146012,GSM4351988,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,NA,GFP,metastasis,WT,BALB/c,no_treatment,NA,intravenous,tail vein,SRX7810898,SRX7810898
GSE147099,GSM4417093,in_vivo,Prostate carcinoma,RM-1,parental,NA,0,NA,NA,NA,1,NA,RM1_PKH26_eCFP_luc2,metastasis,WT,C57BL/6,no_treatment,NA,intracardiac,intracardiac,SRX7924456,SRX7924456
GSE147099,GSM4417094,in_vivo,Prostate carcinoma,RM-1,parental,NA,0,NA,NA,NA,1,NA,RM1_PKH26_eCFP_luc2,metastasis,WT,C57BL/6,no_treatment,NA,intracardiac,intracardiac,SRX7924457,SRX7924457
GSE148101,GSM4454143,in_vivo,Lung carcinoma,LLC,parental,NA,0,NA,NA,NA,1,NA,WT,metastasis,WT,C57BL/6,no_treatment,NA,intravenous,tail vein,SRX8060407,SRX8060407
GSE148101,GSM4454144,in_vivo,Lung carcinoma,LLC,parental,NA,0,NA,NA,NA,1,NA,WT,metastasis,WT,C57BL/6,no_treatment,NA,intravenous,tail vein,SRX8060408,SRX8060408
GSE148149,GSM4454983,in_vivo,Mammary adenocarcinoma,E0771,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary fat pad,SRX8062813,SRX8062813
GSE148149,GSM4454984,in_vivo,Mammary adenocarcinoma,E0771,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary fat pad,SRX8062814,SRX8062814
GSE148149,GSM4454985,in_vivo,Mammary adenocarcinoma,E0771,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,orthotopic,mammary fat pad,SRX8062815,SRX8062815
GSE148149,GSM4454986,in_vivo,Mammary adenocarcinoma,E0771,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6_Adiponectin-Cre_PD-L1f/f,no_treatment,NA,orthotopic,mammary fat pad,SRX8062816,SRX8062816
GSE148149,GSM4454987,in_vivo,Mammary adenocarcinoma,E0771,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6_Adiponectin-Cre_PD-L1f/f,no_treatment,NA,orthotopic,mammary fat pad,SRX8062817,SRX8062817
GSE148149,GSM4454988,in_vivo,Mammary adenocarcinoma,E0771,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6_Adiponectin-Cre_PD-L1f/f,no_treatment,NA,orthotopic,mammary fat pad,SRX8062818,SRX8062818
GSE149815,GSM4513626,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,ARS1620;,NA,orthotopic,pancreas,SRX8245631,SRX8245631
GSE149815,GSM4513627,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,ARS1620;,NA,orthotopic,pancreas,SRX8245632,SRX8245632
GSE149815,GSM4513628,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,ARS1620;,NA,orthotopic,pancreas,SRX8245633,SRX8245633
GSE149815,GSM4513629,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,SHP099; ARS1620;,NA,orthotopic,pancreas,SRX8245634,SRX8245634
GSE149815,GSM4513630,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,SHP099; ARS1620;,NA,orthotopic,pancreas,SRX8245635,SRX8245635
GSE149815,GSM4513631,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,SHP099; ARS1620;,NA,orthotopic,pancreas,SRX8245636,SRX8245636
GSE149815,GSM4513632,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,vehicle,NA,orthotopic,pancreas,SRX8245637,SRX8245637
GSE149815,GSM4513633,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,vehicle,NA,orthotopic,pancreas,SRX8245638,SRX8245638
GSE149815,GSM4513634,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,SHP099;,NA,orthotopic,pancreas,SRX8245639,SRX8245639
GSE149815,GSM4513635,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,SHP099;,NA,orthotopic,pancreas,SRX8245640,SRX8245640
GSE149815,GSM4513636,in_vivo,Pancreatic ductal adenocarcinoma,KCP,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,SHP099;,NA,orthotopic,pancreas,SRX8245641,SRX8245641
GSE149825,GSM4513721,in_vivo,Melanoma,B16,B16F10,NA,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6,vehicle,NA,subcutaneous,flank,SRX8245758,SRX8245758
GSE149825,GSM4513722,in_vivo,Melanoma,B16,B16F10,NA,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6,vehicle,NA,subcutaneous,flank,SRX8245759,SRX8245759
GSE149825,GSM4513723,in_vivo,Melanoma,B16,B16F10,NA,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6,vehicle,NA,subcutaneous,flank,SRX8245760,SRX8245760
GSE149825,GSM4513724,in_vivo,Melanoma,B16,B16F10,birinapant,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6,birinapant,NA,subcutaneous,flank,SRX8245761,SRX8245761
GSE149825,GSM4513725,in_vivo,Melanoma,B16,B16F10,birinapant,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6,birinapant,NA,subcutaneous,flank,SRX8245762,SRX8245762
GSE149825,GSM4513726,in_vivo,Melanoma,B16,B16F10,birinapant,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6,birinapant,NA,subcutaneous,flank,SRX8245763,SRX8245763
GSE149825,GSM4513727,in_vivo,Melanoma,B16,B16F10,NA,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; antiCTLA4;,NA,subcutaneous,flank,SRX8245764,SRX8245764
GSE149825,GSM4513728,in_vivo,Melanoma,B16,B16F10,NA,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; antiCTLA4;,NA,subcutaneous,flank,SRX8245765,SRX8245765
GSE149825,GSM4513729,in_vivo,Melanoma,B16,B16F10,NA,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; antiCTLA4;,NA,subcutaneous,flank,SRX8245766,SRX8245766
GSE149825,GSM4513730,in_vivo,Melanoma,B16,B16F10,birinapant,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; antiCTLA4; birinapant,NA,subcutaneous,flank,SRX8245767,SRX8245767
GSE149825,GSM4513731,in_vivo,Melanoma,B16,B16F10,birinapant,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6,antiPD1; antiCTLA4; birinapant,NA,subcutaneous,flank,SRX8245768,SRX8245768
