n_set	n_measured	n_missing	mean_log2FC	median_log2FC	n_pos	n_neg	sign_p	mw_p	ora_up_p	ora_down_p	direction	mapped_genes	missing_genes	source	contrast	set	family	set_source	nes	gsea_p	gsea_fdr
34	23	1	-0.121949	-0.00675098	11	12	1	0.1648	0.882108	0.0900996	down	ACOD1,AIM2,BST2,CALM1,CAMK2A,CAPN2,CDC34,HCN1,HTRA2,IFI16,IFITM1,IFITM2,IFITM3,IFNAR1,IFNAR2,IFNB1,IKBKE,IRF1,IRGM,MAVS,MNDA,NDUFA13,OAS1,PLSCR1,PNPT1,PYHIN1,C19orf66,STAT1,TRAF3IP3,TRIM6,UBE2G2,UBE2K,XAF1	PYDC5	kallisto_ensembl90_norm_log2FC	MCF7	GO_response_IFNB_0035456	sting_ifn	QuickGO GO:0035456	-1.16608	0.108891	0.559241
7	7	0	0.130271	0.146304	6	1	0.125	0.0814044	1	1	up	PRKDC,XRCC4,LIG4,RIF1,TP53BP1,XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	mean	user_cNHEJ_7	nhej	user panel			
5	5	0	0.105389	0.128485	4	1	0.375	0.249813	1	1	up	PRKDC,XRCC4,LIG4,XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	mean	enzymatic_cNHEJ_5	nhej	user panel without RIF1/TP53BP1			
2	2	0	0.087863	0.087863	1	1	1				too_few	XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	mean	ku_XRCC5_XRCC6	nhej	Ku heterodimer			
3	3	0	0.0734888	0.128485	2	1	1	0.572111	1	1	sign_up_below_bar	XRCC4,LIG4,NHEJ1		kallisto_ensembl90_norm_log2FC	mean	ligase_XRCC4_LIG4_NHEJ1	nhej	ligase complex			
5	4	0	0.117482	0.0660134	4	0	0.125	0.325309	0.467944	1	up	MB21D1,TMEM173,TBK1,IRF3,STAT1		kallisto_ensembl90_norm_log2FC	mean	STING_core_5	sting_ifn	user STING core			
4	3	0	0.147264	0.0824987	3	0	0.25	0.264229	0.377018	1	up	MB21D1,TMEM173,TBK1,IRF3		kallisto_ensembl90_norm_log2FC	mean	STING_core_no_STAT1	sting_ifn	STING core without STAT1			
21	17	0	0.0943526	-0.00929365	8	9	1	0.953613	0.460948	0.445765	mixed_or_flat	HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,B2M,TAP1,TAP2,TAPBP,TAPBPL,NLRC5,PSMB8,PSMB9,PSMB10,ERAP1,ERAP2,CALR,CANX,PDIA3,IRF1		kallisto_ensembl90_norm_log2FC	mean	APM_21_repo	apm	repo MHC-I/APM list	1.36862	0.0599401	0.235051
97	76	0	-0.0455163	-0.00734389	38	38	1	0.236986	0.023336	0.0190361	mixed_or_flat	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	mean	hallmark_IFNa_repo_a8	sting_ifn	a8 Hallmark 2020 IFN-α	-1.18136	0.125874	0.239161
200	144	0	-0.047617	-0.0214425	66	78	0.359364	0.0316724	0.271646	0.0114557	sign_down_below_bar	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX58,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,METTL7B,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	mean	hallmark_IFNg_repo_a8	sting_ifn	a8 Hallmark 2020 IFN-γ	-1.26107	0.046953	0.235051
97	76	0	-0.0455163	-0.00734389	38	38	1	0.236986	0.023336	0.0190361	mixed_or_flat	MX1,ISG15,OAS1,IFIT3,IFI44,IFI35,IRF7,RSAD2,IFI44L,IFITM1,IFI27,IRF9,OASL,EIF2AK2,IFIT2,CXCL10,TAP1,SP110,DDX60,UBE2L6,USP18,PSMB8,IFIH1,BST2,LGALS3BP,ADAR,ISG20,GBP2,IRF1,PLSCR1,PSMB9,HERC6,SAMD9,CMPK2,IFITM3,RTP4,STAT2,SAMD9L,LY6E,IFITM2,HELZ2,CXCL11,TRIM21,PARP14,TRIM26,PARP12,NMI,RNF31,HLA-C,CASP1,TRIM14,TDRD7,DHX58,PARP9,PNPT1,TRIM25,PSME1,WARS,EPSTI1,UBA7,PSME2,B2M,TRIM5,C1S,LAP3,LAMP3,GBP4,NCOA7,TMEM140,CD74,GMPR,PSMA3,PROCR,IL7,IFI30,IRF2,CSF1,IL15,CNP,FAM46A,IL4R,CMTR1,CD47,LPAR6,MOV10,CASP8,TXNIP,SLC25A28,SELL,TRAFD1,BATF2,RIPK2,CCRL2,NUB1,OGFR,MVB12A,ELF1		kallisto_ensembl90_norm_log2FC	mean	hallmark_IFNa_2023.1	sting_ifn	MSigDB 2023.1	-1.17405	0.110889	0.239161
200	144	0	-0.047617	-0.0214425	66	78	0.359364	0.0316724	0.271646	0.0114557	sign_down_below_bar	STAT1,ISG15,IFIT1,MX1,IFIT3,IFI35,IRF7,IFIT2,OAS2,TAP1,EIF2AK2,RSAD2,MX2,IRF1,OAS3,TNFSF10,IRF9,CXCL10,IFI44,BST2,XAF1,SP110,OASL,PSMB8,IFI44L,IFITM3,DDX60,LGALS3BP,GBP4,IRF8,PSMB9,PML,IFIH1,UBE2L6,IFI27,ADAR,LY6E,STAT2,CXCL9,IL10RA,PLA2G4A,TRIM21,USP18,PTGS2,EPSTI1,C1S,DDX58,IL15,NLRC5,NMI,IDO1,PSMB10,CXCL11,ITGB7,SAMHD1,HERC6,CMPK2,SAMD9L,RTP4,PTPN2,PARP14,TNFAIP2,IFITM2,PLSCR1,SOCS1,CASP1,ICAM1,WARS,PSME1,ISG20,IRF2,TRIM14,FCGR1A,MARCH1,SOCS3,JAK2,HLA-DMA,PARP12,TNFAIP6,TRIM26,VCAM1,CD274,CIITA,NAMPT,SELP,GPR18,FPR1,HELZ2,PSME2,SERPING1,CCL5,RNF31,SOD2,TRIM25,LAP3,PSMA3,RNF213,PELI1,CFB,CD86,TXNIP,HLA-DQA1,GCH1,PNP,CCL7,PTPN6,SPPL2A,IL4R,PNPT1,DHX58,BTG1,CASP8,IFI30,CCL2,FGL2,CASP7,SECTM1,IL15RA,CD40,TRAFD1,HLA-DRB1,GBP6,LCP2,HLA-G,MT2A,RIPK1,KLRK1,UPP1,PSMB2,TDRD7,HIF1A,EIF4E3,VAMP8,PFKP,CD38,ZBP1,BANK1,TOR1B,RBCK1,PDE4B,MVP,IL7,BPGM,CMTR1,AUTS2,B2M,RIPK2,CD69,MYD88,PSMA2,PIM1,NOD1,CFH,TAPBP,SLC25A28,PTPN1,TNFAIP3,SSPN,NUP93,MTHFD2,CDKN1A,IRF4,NFKB1,BATF2,HLA-B,LATS2,IRF5,SLAMF7,ISOC1,P2RY14,STAT3,NCOA3,HLA-A,IL6,GZMA,IFNAR2,CD74,RAPGEF6,CASP4,FAS,OGFR,ARL4A,SRI,LYSMD2,CSF2RB,ST3GAL5,C1R,CASP3,CMKLR1,NFKBIA,METTL7B,ST8SIA4,XCL1,IL2RB,VAMP5,IL18BP,ZNFX1,ARID5B,APOL6,STAT4		kallisto_ensembl90_norm_log2FC	mean	hallmark_IFNg_2023.1	sting_ifn	MSigDB 2023.1	-1.26289	0.043956	0.235051
150	143	0	0.0226228	0.0644189	92	51	0.000764305	0.273907	0.999418	0.997807	sign_up_below_bar	POLR2H,POLR2A,POLR2G,POLR2E,POLR2J,POLR2F,POLR2C,POLR2K,GTF2H3,POLR2D,ERCC3,DDB2,POLR1C,XPC,PCNA,POLR2I,SUPT4H1,POLD3,POLR3GL,POLR3C,GTF2B,POLR1D,NCBP2,NELFE,GTF2F1,ERCC5,LIG1,ERCC1,ERCC4,POLD4,NELFB,RFC2,ELL,TAF10,RRM2B,SUPT5H,RPA3,SNAPC5,SSRP1,RFC3,RPA2,ELOA,TAF12,NELFCD,TAF13,TAF6,TAF9,GTF2A2,VPS37D,NME1,RNMT,ERCC2,POLE4,VPS37B,NT5C3A,SNAPC4,AAAS,ZNRD1,RFC4,ITPA,POM121,BRF2,RFC5,SAC3D1,CLP1,NME4,PRIM1,VPS28,TSG101,USP11,TAF1C,TARBP2,POLH,CETN2,POLD1,CANT1,PDE4B,DGCR8,RAD51,SURF1,PNP,ADA,NME3,GTF3C5,NT5C,AK1,GTF2H1,HCLS1,APRT,ERCC8,IMPDH2,POLB,SDCBP,SF3A3,DAD1,UPF3B,GUK1,TP53,ADRM1,SEC61A1,POLA2,FEN1,ZNF707,NUDT9,PDE6G,TYMS,BCAP31,DDB1,NFX1,RAD52,ADCY6,ARL6IP1,DGUOK,POLL,SMAD5,MPG,DUT,POLA1,AGO4,RALA,ZWINT,BCAM,TK2,CSTF3,GTF2H5,HPRT1,BOLA2,GPX4,MPC2,CDA,ALYREF,MRPL40,NPR2,REV3L,EDF1,DFNA5,TMED2,STX3,RAE1,UMPS,EIF1B,AK3,NUDT21,RBX1,SRSF6,GMPR2,DCTN4,COX17,CMPK2,CCNO		kallisto_ensembl90_norm_log2FC	mean	hallmark_DNA_REPAIR_2023.1	damage	MSigDB 2023.1	0.587124	0.415584	0.469953
97	76	0	-0.0455163	-0.00734389	38	38	1	0.236986	0.023336	0.0190361	mixed_or_flat	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	mean	hallmark_IFNa_2023.2	sting_ifn	MSigDB 2023.2	-1.18909	0.106893	0.239161
200	144	0	-0.047617	-0.0214425	66	78	0.359364	0.0316724	0.271646	0.0114557	sign_down_below_bar	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,METTL7B,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,DDX58,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	mean	hallmark_IFNg_2023.2	sting_ifn	MSigDB 2023.2	-1.27022	0.043956	0.235051
150	143	0	0.0226228	0.0644189	92	51	0.000764305	0.273907	0.999418	0.997807	sign_up_below_bar	AAAS,ADA,ADCY6,ADRM1,AGO4,AK1,AK3,ALYREF,APRT,ARL6IP1,BCAM,BCAP31,BOLA2,BRF2,CANT1,CCNO,CDA,CETN2,CLP1,CMPK2,COX17,CSTF3,DAD1,DCTN4,DDB1,DDB2,DGCR8,DGUOK,DUT,EDF1,EIF1B,ELL,ELOA,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC8,FEN1,GMPR2,GPX4,DFNA5,GTF2A2,GTF2B,GTF2F1,GTF2H1,GTF2H3,GTF2H5,GTF3C5,GUK1,HCLS1,HPRT1,IMPDH2,ITPA,LIG1,MPC2,MPG,MRPL40,NCBP2,NELFB,NELFCD,NELFE,NFX1,NME1,NME3,NME4,NPR2,NT5C,NT5C3A,NUDT21,NUDT9,PCNA,PDE4B,PDE6G,PNP,POLA1,POLA2,POLB,POLD1,POLD3,POLD4,POLE4,POLH,POLL,POLR1C,POLR1D,ZNRD1,POLR2A,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR3C,POLR3GL,POM121,PRIM1,RAD51,RAD52,RAE1,RALA,RBX1,REV3L,RFC2,RFC3,RFC4,RFC5,RNMT,RPA2,RPA3,RRM2B,SAC3D1,SDCBP,SEC61A1,SF3A3,SMAD5,SNAPC4,SNAPC5,SRSF6,SSRP1,STX3,SUPT4H1,SUPT5H,SURF1,TAF10,TAF12,TAF13,TAF1C,TAF6,TAF9,TARBP2,TK2,TMED2,TP53,TSG101,TYMS,UMPS,UPF3B,USP11,VPS28,VPS37B,VPS37D,XPC,ZNF707,ZWINT		kallisto_ensembl90_norm_log2FC	mean	hallmark_DNA_REPAIR_2023.2	damage	MSigDB 2023.2	0.588251	0.421578	0.469953
97	76	0	-0.0455163	-0.00734389	38	38	1	0.236986	0.023336	0.0190361	mixed_or_flat	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	mean	hallmark_IFNa_2024.1	sting_ifn	MSigDB 2024.1	-1.17942	0.115884	0.239161
200	144	0	-0.047617	-0.0214425	66	78	0.359364	0.0316724	0.271646	0.0114557	sign_down_below_bar	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,DDX58,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,METTL7B,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	mean	hallmark_IFNg_2024.1	sting_ifn	MSigDB 2024.1	-1.27165	0.045954	0.235051
150	143	0	0.0226228	0.0644189	92	51	0.000764305	0.273907	0.999418	0.997807	sign_up_below_bar	AAAS,ADA,ADCY6,ADRM1,AGO4,AK1,AK3,ALYREF,APRT,ARL6IP1,BCAM,BCAP31,BOLA2,BRF2,CANT1,CCNO,CDA,CETN2,CLP1,CMPK2,COX17,CSTF3,DAD1,DCTN4,DDB1,DDB2,DGCR8,DGUOK,DUT,EDF1,EIF1B,ELL,ELOA,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC8,FEN1,GMPR2,GPX4,DFNA5,GTF2A2,GTF2B,GTF2F1,GTF2H1,GTF2H3,GTF2H5,GTF3C5,GUK1,HCLS1,HPRT1,IMPDH2,ITPA,LIG1,MPC2,MPG,MRPL40,NCBP2,NELFB,NELFCD,NELFE,NFX1,NME1,NME3,NME4,NPR2,NT5C,NT5C3A,NUDT21,NUDT9,PCNA,PDE4B,PDE6G,PNP,POLA1,POLA2,POLB,POLD1,POLD3,POLD4,POLE4,POLH,POLL,POLR1C,POLR1D,ZNRD1,POLR2A,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR3C,POLR3GL,POM121,PRIM1,RAD51,RAD52,RAE1,RALA,RBX1,REV3L,RFC2,RFC3,RFC4,RFC5,RNMT,RPA2,RPA3,RRM2B,SAC3D1,SDCBP,SEC61A1,SF3A3,SMAD5,SNAPC4,SNAPC5,SRSF6,SSRP1,STX3,SUPT4H1,SUPT5H,SURF1,TAF10,TAF12,TAF13,TAF1C,TAF6,TAF9,TARBP2,TK2,TMED2,TP53,TSG101,TYMS,UMPS,UPF3B,USP11,VPS28,VPS37B,VPS37D,XPC,ZNF707,ZWINT		kallisto_ensembl90_norm_log2FC	mean	hallmark_DNA_REPAIR_2024.1	damage	MSigDB 2024.1	0.58903	0.440559	0.469953
97	76	0	-0.0455163	-0.00734389	38	38	1	0.236986	0.023336	0.0190361	mixed_or_flat	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	mean	hallmark_IFNa_2025.1	sting_ifn	MSigDB 2025.1	-1.17868	0.111888	0.239161
200	144	0	-0.047617	-0.0214425	66	78	0.359364	0.0316724	0.271646	0.0114557	sign_down_below_bar	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,DDX58,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,METTL7B,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	mean	hallmark_IFNg_2025.1	sting_ifn	MSigDB 2025.1	-1.25103	0.0609391	0.235051
