GeneSymbol	contrast	logFC_meaning	n_per_group	logFC	logCPM	submitter_edgeR_PValue	submitter_edgeR_FDR
Pomc	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	2.07039	-0.866953	0.241061	0.711287
Hps3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.190587	5.28134	0.241125	0.71138
Cpt1a	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.169982	7.45401	0.241208	0.711528
Rasgrp3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.19251	7.13747	0.241268	0.711546
Ubr5	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.153242	7.95596	0.241308	0.711546
Asl	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.282161	3.57836	0.241386	0.711546
Duxbl2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-2.07039	-0.866953	0.241419	0.711546
Dao	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-2.07039	-0.866953	0.241424	0.711546
Mir17hg	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.370007	2.81755	0.241483	0.711546
Snord69	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	2.07039	-0.866953	0.24149	0.711546
9530053A07Rik	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.4825	1.84925	0.241501	0.711546
Rps27l	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.23905	4.46524	0.241527	0.711546
Dlk2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-2.07039	-0.866953	0.241564	0.711546
Msmp	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.317016	4.09718	0.241575	0.711546
Asb13	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.192943	5.2638	0.241649	0.711669
Pus10	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.237189	4.24157	0.241711	0.711754
Map4k4	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.158075	7.91558	0.241814	0.711961
Zfp296	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.688641	1.30297	0.241847	0.711961
Fam26f	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.899071	0.413155	0.241948	0.712161
Naa60	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.161634	6.47861	0.242039	0.712332
Foxs1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.774933	0.57362	0.242083	0.712343
Gm166	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.216398	4.60646	0.242124	0.712343
Zfp951	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.520154	1.75196	0.242141	0.712343
Fam126b	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.175343	5.75091	0.242255	0.712485
Sipa1l2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.168834	6.9727	0.242255	0.712485
Rbpj	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.161859	6.46524	0.242408	0.712767
0610009O20Rik	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.17961	5.59014	0.242435	0.712767
Npepl1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.17502	5.70073	0.242498	0.712767
Dtd1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.276437	3.78922	0.242509	0.712767
Slx4	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.226164	4.48051	0.242568	0.712767
Htr7	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.09954	-0.0893449	0.242585	0.712767
Acot7	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.186413	5.82653	0.242644	0.712767
Zfp618	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.65966	1.02613	0.242654	0.712767
S100a14	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.286448	3.73932	0.242682	0.712767
Smg8	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.207492	4.78512	0.242696	0.712767
Rab22a	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.197296	5.49311	0.242712	0.712767
Mre11a	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.302641	3.48051	0.242746	0.712772
Gm15455	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.401942	2.57362	0.243026	0.713497
Cyp4f17	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.400538	2.43422	0.243192	0.713888
Tas2r143	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.09954	-0.0893449	0.243283	0.714
Gp9	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.09954	-0.0893449	0.243301	0.714
Avpr2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.09954	-0.0893449	0.243329	0.714
H2-M3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.32868	3.41316	0.243464	0.714073
Cdk1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.601836	1.25643	0.243488	0.714073
Ptprd	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.167339	6.39447	0.243504	0.714073
Dsp	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.160302	7.73269	0.243538	0.714073
Bicd2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.160615	7.1976	0.243547	0.714073
Cyb5	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.151441	8.02353	0.24356	0.714073
Batf2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.460312	1.91066	0.243584	0.714073
Zzz3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.173492	6.28352	0.243639	0.714136
Brms1l	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.232689	4.5641	0.243693	0.714198
Cnpy2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.189223	5.20067	0.243801	0.714325
Comt	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.162226	6.12982	0.243802	0.714325
Slc8a3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.579549	1.30297	0.243854	0.714339
Vit	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.630354	1.08058	0.243905	0.714339
Eri1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.203082	4.92561	0.243906	0.714339
Gm14085	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.630354	1.08058	0.243986	0.71448
Itch	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.159939	6.67442	0.244063	0.714493
C1ra	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.160365	6.57777	0.244066	0.714493
Kif14	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.630354	1.08058	0.24409	0.714493
Stim1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.185479	6.67497	0.244414	0.715345
AA474331	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.832273	0.495618	0.244491	0.71546
Psma1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.182523	5.72764	0.244527	0.71546
Tmem255b	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.832273	0.495618	0.244552	0.71546
1700024G13Rik	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.393267	2.38098	0.24469	0.715768
Il18r1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.203474	6.92561	0.244753	0.715798
Dsn1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.445717	2.43422	0.244766	0.715798
Wdr45b	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.177134	5.88411	0.24487	0.716004
Ostf1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.170581	6.25865	0.244933	0.716024
A530032D15Rik	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.501821	1.70073	0.244942	0.716024
Ccr7	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.227555	5.32569	0.245007	0.716111
Drg1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.190062	5.7676	0.245038	0.716111
Cd320	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.361429	2.71801	0.245109	0.716222
Slc27a2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.889442	0.998118	0.245282	0.716537
Snx30	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.18761	5.43029	0.245315	0.716537
Khdrbs1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.161432	6.66108	0.245359	0.716537
Amfr	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.162612	7.93764	0.245413	0.716537
Qrfp	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.886343	0.279889	0.245419	0.716537
Fam136a	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.262681	3.90312	0.245458	0.716537
Actg2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.20205	4.85121	0.245485	0.716537
Dcst1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.886343	0.279889	0.245494	0.716537
Cdca2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.774933	0.57362	0.245533	0.716537
Fads2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.199748	5.16961	0.245547	0.716537
Usp20	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.243715	4.52782	0.245689	0.716855
Traf7	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.165022	6.46012	0.245731	0.716881
Trp53bp1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.1623	6.07053	0.245831	0.717031
Atp5b	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.149071	8.91089	0.245849	0.717031
C130080G10Rik	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.744441	1.20834	0.246135	0.717768
Eri2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.363568	2.90312	0.246249	0.717945
Fcgrt	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.161475	6.50249	0.246261	0.717945
Zfp93	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.537175	1.80143	0.246348	0.718041
Wdr36	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.198842	5.08225	0.24636	0.718041
Elmo2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.166221	5.87836	0.246639	0.718758
Akr1e1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.335349	2.88793	0.246862	0.719309
Cct3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.1692	6.29508	0.246934	0.719342
Kcnk13	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.521285	2.29148	0.246944	0.719342
Adam22	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.197456	5.09222	0.246972	0.719342
1200014J11Rik	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.201664	5.44334	0.247108	0.71953
Cachd1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.200092	4.92002	0.247134	0.71953
Pabpn1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.163783	6.96141	0.247137	0.71953
Rprd2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.165529	6.37486	0.247187	0.719581
Gm8989	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.443382	2.22051	0.247245	0.719653
Uck2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.313474	3.33132	0.247289	0.719686
1810009J06Rik	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.09954	-0.0893449	0.247395	0.71975
Smim19	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.225053	4.64084	0.2474	0.71975
Mirlet7c-2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.09954	-0.0893449	0.247411	0.71975
Sike1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.186651	5.53515	0.247487	0.719863
Zswim7	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.457392	2.25643	0.247516	0.719863
Klrc3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.09954	-0.0893449	0.247571	0.719912
Pak1ip1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.202587	5.12659	0.247601	0.719912
Taf6	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.182323	5.27698	0.247651	0.719912
Gm13547	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.09954	-0.0893449	0.247666	0.719912
Gsg2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.601836	1.25643	0.247798	0.720041
Itgb2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.204689	6.41713	0.24781	0.720041
1700009P17Rik	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.230093	4.48808	0.24787	0.720041
Kcnd2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.09954	-0.0893449	0.247874	0.720041
Ywhae	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.150301	8.94385	0.247876	0.720041
Cldn11	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.09954	-0.0893449	0.247993	0.720235
Cyp2b13	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.372659	2.74355	0.248009	0.720235
Ahsa2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.186076	6.03046	0.248046	0.720246
Mrpl39	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.255155	4.06378	0.248191	0.720501
Arxes2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.250021	4.05361	0.2482	0.720501
Zranb1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.163347	6.28279	0.24825	0.720549
Eps15	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.165568	7.48083	0.248356	0.720669
Zfp39	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.33361	3.08058	0.248358	0.720669
Tead1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.186354	8.53652	0.248489	0.720722
Jrk	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.358793	3.29148	0.248498	0.720722
Vhl	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.193677	5.34389	0.248498	0.720722
Vma21	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.165555	5.88411	0.248509	0.720722
Cybrd1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.199309	5.34389	0.248639	0.720923
Adal	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.247218	4.0296	0.248645	0.720923
Cep76	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.283327	3.62031	0.248683	0.720938
Pcsk6	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.233238	4.59014	0.248897	0.720942
Trim24	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.212605	5.38639	0.248951	0.720942
Lrrd1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.34395	-0.42638	0.249007	0.720942
Olfr456	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.34395	-0.42638	0.249016	0.720942
Rpl34	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.34395	-0.42638	0.249023	0.720942
