gene	contrast	mean_log2ratio_KD_over_control	n_arrays_with_value	t_stat_vs_zero	p_onesample_t	q_onesample_BH	n_biological_replicates	caveat	log2ratio_GSM558700	log2ratio_GSM558701	log2ratio_GSM558702
OPA3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.2743	3	0.830446	0.493634	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.304	0.2869	0.84
NLGN4Y	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.297683	3	-0.830422	0.493645	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.72465	0.41458	-0.58298
LOC114984	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.350867	3	0.830381	0.493664	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.1177	-0.3401	0.275
SLC24A6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.3564	3	0.8302	0.493746	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.454	1.0072	0.516
ZNF212	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.351967	3	0.829907	0.493879	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2515	0.1375	1.1699
PTPN5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.3832	3	-0.829606	0.494015	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.1844	0.2987	-1.2639
GYLTL1B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.416117	3	0.829455	0.494084	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.56975	1.07055	0.74755
GDA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.21495	3	-0.82942	0.4941	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.50115	1.7077	-2.8514
ADCY7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.892083	3	0.828984	0.494297	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.1308	1.79695	-1.2515
DEFB127	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.9416	3	-0.828775	0.494393	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.1844	-0.1361	0.4957
RXRG	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.363767	3	0.828558	0.494491	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0496	-0.454	0.4957
FKBP7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.354533	3	0.828026	0.494733	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.49685	0.85985	0.7006
CORO2A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.505633	3	-0.827892	0.494794	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6781	-0.8365	-1.3585
ZNF615	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.759167	3	0.827874	0.494802	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.5236	-0.5564	0.3103
VPS13C	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.600506	3	-0.827733	0.494866	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.4717	-1.16977	0.83995
BUB3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.505867	3	0.827393	0.49502	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3585	0.189	1.6871
SSH3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.02337	3	-0.827298	0.495064	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.3219	0.9184	-0.6666
RBM21	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.697533	3	-0.827232	0.495094	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.466	-2.3365	-0.2221
CYP11B1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.67575	3	0.827232	0.495094	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.1524	1.79075	-0.9159
OR7E18P	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.517067	3	0.827104	0.495152	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.304	1.7442	0.111
TUBAL3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.505967	3	-0.827095	0.495156	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4344	0.516	-1.5995
MBIP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.94607	3	-0.827074	0.495166	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.1642	0.6415	-6.6439
KLK3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.22655	3	-0.827053	0.495175	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4914	0.3212	-0.50945
LOH11CR2A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.4904	3	0.82697	0.495213	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3523	1.6345	0.189
PDCD4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.09187	3	0.826959	0.495218	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.2869	-1.2863	3.275
ASNS	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.555736	3	0.826871	0.495258	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.87765	-0.316275	0.105833
C15orf12	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	2.0989	3	0.826686	0.495342	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.1047	7.1626	-0.7612
TRIM32	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.4475	3	-0.826445	0.495452	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0589	0.6323	-0.9159
RAB7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.9275	3	0.826432	0.495458	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.886	6.5564	0.1121
C6orf149	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.598067	3	0.826364	0.495489	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.5545	-0.82105	1.06075
NEK1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.288933	3	0.825765	0.495761	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2195	0.9267	-0.2794
C14orf124	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.366967	3	-0.825761	0.495763	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.1506	-1.2515	0
STARD9	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.14028	3	0.825743	0.495772	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.61225	3.752	-0.9434
POMT2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.00397	3	0.825671	0.495804	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.1361	-0.2863	3.4343
FLJ10925	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.474578	3	0.825622	0.495826	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2152	1.5742	-0.365667
RUSC1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.523167	3	0.82561	0.495832	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3295	1.7615	0.1375
PSMB3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.201367	3	0.825558	0.495856	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6415	-0.2009	0.1635
ELTD1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.0435	3	-0.825311	0.495968	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3585	1.2869	-3.0589
SFTPC	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.06453	3	-0.82525	0.495996	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.6439	0.17955	0.27075
C17orf25	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.434914	3	0.825207	0.496015	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.381575	1.37327	-0.4501
MYOMEGALIN	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.575167	3	-0.825168	0.496033	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.889	-0.3219	0.4854
SAE1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.485133	3	-0.824915	0.496149	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6781	-1.2176	-0.9159
DCDC2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.5049	3	0.824234	0.496459	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6508	-0.6215	1.4854
LANCL1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.361883	3	0.824184	0.496482	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0424	-0.45905	0.5023
DKFZP564O1664	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.5201	3	-0.82384	0.496639	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.69095	-1.43495	-0.8163
LOC51058	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.238189	3	0.823709	0.496698	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7031	-0.292167	0.303633
ZNF189	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.424917	3	0.823622	0.496738	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3625	0.24115	1.3961
KBTBD6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.13277	3	0.823614	0.496742	0.999418	3	reference arm is CLDN4-overexpressing, not parental	3.6017	-1.152	0.9486
GJC1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.7167	3	0.823612	0.496743	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.4276	0.1375	-0.415
C20orf35	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.98392	3	-0.823577	0.496759	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7131	-6.6439	1.40525
MGC14817	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.80335	3	-0.823558	0.496767	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.7639	1.1475	-1.79365
CDO1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.527367	3	-0.823545	0.496773	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3219	0.7398	-1
OXTR	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.1937	3	0.823439	0.496822	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.5261	3.9709	-0.9159
ALPL	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.01292	3	0.823388	0.496845	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.19995	3.4732	-0.2345
C9orf7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.593267	3	0.823164	0.496947	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.76455	0.8532	1.69115
C19orf20	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.06187	3	0.823161	0.496949	0.999418	3	reference arm is CLDN4-overexpressing, not parental	3.3161	-1.152	1.0215
VIK	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.3038	3	0.822974	0.497034	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.334733	0.944033	0.3021
PRKACB	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.0877	3	0.822661	0.497177	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.441	-1.5564	2.3785
ALDH18A1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.5335	3	-0.82246	0.497269	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7131	0.669	-1.5564
HK3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.886233	3	0.822122	0.497423	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3674	-0.6666	2.9579
ARID4A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.497583	3	0.822093	0.497436	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.29355	1.63295	-0.43375
PPIH	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.741067	3	0.822049	0.497456	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.7312	-1.0589	1.5509
GALR3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.3115	3	-0.82163	0.497648	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3585	-0.9434	0.3674
MKL2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.5937	3	-0.821401	0.497753	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.11225	0.1458	-2.03915
FLJ36888	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.8122	3	0.82123	0.497831	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.0439	-0.304	2.7845
ALS2CR13	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.7471	3	0.821193	0.497848	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.1275	2.5385	-0.4247
SDF2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0868333	3	-0.820904	0.49798	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.0976	-0.0893	-0.2688
DKFZp547B1713	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.929833	3	0.820867	0.497997	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.87095	0.9709	-1.05235
CLEC2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.603456	3	-0.820719	0.498064	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.42107	-1.2532	0.8639
PSMB7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.0694	3	0.820717	0.498066	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.454	3.6622	0
PPP3CB	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.478933	3	0.820607	0.498116	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.1047	-0.1047	1.6462
KLRD1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.422867	3	0.820545	0.498144	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.0319	1.44425	-0.20755
PLAUR	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.879961	3	-0.820408	0.498207	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.2051	1.24355	-1.67833
PAN3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.975067	3	0.820327	0.498244	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.0108	2.3103	-1.3959
CNTNAP3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.288111	3	-0.820214	0.498296	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.823067	0.373733	-0.415
ALS2CR15	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.466739	3	-0.819967	0.498409	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.655575	0.599933	-1.34458
RP42	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.4316	3	0.819894	0.498442	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.516	4.8079	-1.0291
TEX261	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.565267	3	-0.819883	0.498447	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.0841	0.1635	-1.9434
LOC126208	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.20107	3	0.81971	0.498526	0.999418	3	reference arm is CLDN4-overexpressing, not parental	4.121	-0.4739	-0.0439
PECAM1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.870567	3	0.819555	0.498597	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.6781	0.9336	-1
DPYSL2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1601	3	0.819222	0.49875	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.00335	-0.06565	0.5493
MAP3K9	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.470633	3	-0.819212	0.498754	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.516	-0.454	-1.4739
CHRNB3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.572867	3	0.818921	0.498888	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.9635	-0.7859	1.541
BIRC6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.73357	3	-0.818885	0.498904	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-5.6439	1.6276	-1.1844
FRMD3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.427233	3	0.81888	0.498906	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4739	0.4222	1.3334
DDOST	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.632367	3	0.818876	0.498908	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.72	1.92395	-0.74685
MGC33214	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.2533	3	-0.81872	0.49898	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3448	-0.6897	-0.415
MID1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.526033	3	-0.818496	0.499082	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2543	-1.7499	0.4261
LDB2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.09475	3	-0.818491	0.499085	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.69045	0.76315	-0.35695
HOXD9	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.590667	3	-0.818323	0.499162	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8319	-1.0893	-1.5146
LOC90378	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.733367	3	0.81816	0.499237	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.5945	-1.0589	1.6645
ICAM3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.7243	3	-0.818031	0.499296	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8156	-2.2515	-0.737
KCNK10	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.969272	3	-0.817941	0.499337	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.28675	0.6193	-0.240367
TLL1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.84215	3	-0.817635	0.499477	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.99815	-0.9607	-2.5639
LOC134285	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.2643	3	-0.817479	0.499549	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6369	-3.6439	-1.7859
FLJ20265	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.7733	3	0.81739	0.49959	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.581867	2.49923	-0.7612
CHST11	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.401867	3	0.817007	0.499766	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.44835	0.3984	1.25555
CIDEB	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.56745	3	-0.816629	0.499939	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.9739	-1.51515	0.7867
SARA2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.2836	3	-0.816347	0.500069	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.0589	1.852	-2.6439
C9orf138	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.504667	3	0.81629	0.500095	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4854	1.585	-0.5564
C18orf15	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.3539	3	0.815917	0.500266	0.999418	3	reference arm is CLDN4-overexpressing, not parental	4.4912	-1.152	0.7225
FLJ20171	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.507022	3	-0.81572	0.500357	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.5291	0.616833	-0.6088
EMX1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.38643	3	-0.815693	0.500369	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5995	1.0841	-4.6439
GSTO1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.440133	3	0.814909	0.50073	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2863	0.111	1.4957
LOC57149	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.204333	3	0.814753	0.500802	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6135	-0.2515	0.251
WDR4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.2016	3	-0.814696	0.500828	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2869	-0.5146	-0.3771
GBAS	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.273483	3	0.814506	0.500915	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3879	0.50345	0.7049
LAPTM4A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.762867	3	-0.814442	0.500944	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.2863	1.0566	-2.0589
LOC91137	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.2505	3	-0.814176	0.501067	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.8625	0.111	0
LGALS3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.747944	3	-0.813696	0.501288	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.63937	1.09017	-1.69463
ZDHHC17	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.2697	3	-0.813453	0.5014	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0893	1.3391	-4.0589
KIAA1363	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.42667	3	-0.813113	0.501556	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.1203	1.8992	-4.0589
SLC2A9	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.876722	3	-0.813042	0.501589	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.15927	1.2661	-1.737
PPA2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.206205	3	-0.813038	0.501591	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.43606	0.30032	-0.482875
PLIN	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.451	3	-0.812622	0.501783	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.0144	-1.5564	0.189
DCAMKL1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.6673	3	-0.812469	0.501853	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.2532	-0.245033	0.496333
FGF14	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.499033	3	0.812344	0.501911	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6215	0.6229	1.4957
WDR23	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.4766	3	-0.812045	0.502049	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2141	-1.6439	0
UBL3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.944867	3	0.811884	0.502123	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.8237	1.1953	-1.1844
LETMD1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.503578	3	0.811688	0.502213	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.0407333	-0.189933	1.7414
GNG12	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.260133	3	0.811219	0.50243	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.516	0.6415	-0.3771
PTK7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.886133	3	-0.811093	0.502488	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0	0.4005	-3.0589
COPS7B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.124933	3	0.81108	0.502494	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.433	-0.0291	-0.0291
GRN	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.424433	3	0.811018	0.502523	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7485	1.1243	-0.5995
PTPRZ1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.959933	3	-0.810532	0.502747	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.28675	-0.18035	0.5873
COX4I1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.0053	3	-0.810397	0.502809	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4436	-3.4739	0.0144
NDUFA9	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.7993	3	0.81034	0.502835	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4957	2.6392	-0.737
EFNA3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.470467	3	0.810236	0.502883	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.077	-0.69045	1.02485
