accession	queries	title	taxon	gdstype	n_samples_geo	status	skip_reason	gpl	pubmed	cldn4_present	n_nhej	n_ifn	n_sensors	genes_nhej	genes_ifn	genes_sensors	coverage_ok	n_columns	design	cldn4_mean	cldn4_std	n_pairs	pair_stems	spearman_n	rho_nhej	p_nhej	rho_ifn	p_ifn	rho_composite	p_composite	rho_cgas	p_cgas	rho_sting	p_sting	scale	file_used	joint_paired	joint_spearman	joint_call	call_basis	ratio_orient	delta_nhej	delta_ifn	delta_cgas	delta_sting	contrast_note	nhej_genes_up_in_high	nhej_genes_down_in_high	ifn_genes_up_in_high	ifn_genes_down_in_high	delta_cldn4	fdr_nhej	fdr_ifn	fdr_composite
GSE160186	dna_repair	CRM1 inhibitor anti-tumor activity is enhanced with salicylates by S-phase arrest and impaired DNA-damage repair	Homo sapiens	Expression profiling by high throughput sequencing	12.0	scored		GPL20301	33507295	True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	12.0	single_channel	1.5082652841732738	0.9880073650206253	0.0		12.0	0.3310132596257119	0.2932684573809872	0.2491497653096756	0.4348538070276799	-0.224234788778708	0.4835331818586731	0.4733845540883836	0.1200746983509442	-0.1744048357167729	0.587737585699032	log2(x+1)	GSE160186_Raw_gene_count_matrix.txt.gz		mixed	mixed	spearman												0.5562201333027584	0.682257543661229	0.7730556619026954
GSE160245	dna_repair	YBX3 mediates the metastasis of nasopharyngeal carcinoma via PI3K/AKT signaling	Homo sapiens	Expression profiling by high throughput sequencing	6.0	scored		GPL20795	33816248	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	5.6828355654332725	0.2175957264372491	0.0		6.0	-0.2571428571428572	0.6227871720116619	0.6571428571428573	0.1561749271137024	0.7142857142857143	0.1107871720116617	-0.0285714285714285	0.9571545189504372	0.4857142857142857	0.3287230320699708	log2(x+1)	GSE160245_mRNA_Expression_FPKM.txt.gz		NHEJ_down_IFN_up	NHEJ_down_IFN_up	spearman												0.8079158263181587	0.36562827988338137	0.3797969832025113
GSE160458	dna_repair	Human SMARCA5 Is Continuously Required to Maintain Nucleosome Spacing [RNA-seq]	Homo sapiens	Expression profiling by high throughput sequencing	10.0	skipped	no_open_matrix_under_25MB	GPL24676																																														
GSE16077	dna_repair	Effects of far-infrared rays to human prostate cancer cell line PC-3	Homo sapiens	Expression profiling by array	4.0	scored		GPL6480		True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	4.0	single_channel	0.515	0.2567586415293553	0.0		4.0											as_deposited	GSE16077_series_matrix.txt.gz																		
GSE160821	dna_repair	Essential histone chaperones collaborate to regulate transcription and chromatin integrity	Saccharomyces cerevisiae	Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Other	179.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL19756																																														
GSE160902	dna_repair	Differential expression from healthy skin derived melanocyte-keratinocyte co-culture from familial melanoma patients vs controls	Homo sapiens	Expression profiling by array	23.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL17077																																														
GSE161068	dna_repair	SIRT6 maintains redox homeostasis to promote porcine oocyte maturation	Sus scrofa	Expression profiling by high throughput sequencing	4.0	low_coverage		GPL22918	33718364	True	2.0	16.0	3.0	XRCC6,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,IFIT1,IFIT2,IFIT3,IFI44,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	STING1,TBK1,IRF3	False	4.0	single_channel	6.460119525434529	0.9920290579328892	0.0													log2(x+1)	GSE161068_ReadsCounts.csv.gz																		
GSE160968	dna_repair	Global transcriptional analysis of Cr(VI)-adapted cells of Klebsiella sp. AqSCr	Klebsiella sp. AqSCr	Expression profiling by high throughput sequencing	6.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL30177	34122372																																													
GSE161627	dna_repair	Transcriptome analysis using RNA-seq in human mammary epithelial cells	Homo sapiens	Expression profiling by high throughput sequencing	18.0	scored		GPL21290	35021081	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	18.0	single_channel	7.864018168359611	0.8482020945662221	0.0		18.0	-0.7702633964011227	0.000184194493085	-0.6195147960330746	0.0061071181058817	0.5513681684694364	0.0176979329588692	-0.831611570247934	1.8885072776929715e-05	-0.2145812936422902	0.3925188152553818	log2(x+1)	GSE161627_RNAseq_raw_gene_counts.txt.gz		mixed	mixed	spearman												0.002673052232574219	0.03588430834763169	0.1411840621963065
GSE160459	dna_repair	Human SMARCA5 Is Continuously Required to Maintain Nucleosome Spacing [PRO-seq]	Homo sapiens	Expression profiling by high throughput sequencing	16.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL18573																																														
GSE161793	dna_repair	Integrated multiomic analysis identifies functional epigenetic signatures regulating nucleotide excision repair	Homo sapiens	Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Methylation profiling by high throughput sequencing; Other	36.0	skipped	over_25MB:GSE161793_RAW.tar	GPL24676																																														
GSE162056	dna_repair	Expression of genes related to H. pylori infection and its virulence factor CagA, in AGS cells	Homo sapiens	Expression profiling by high throughput sequencing	8.0	scored		GPL17303	33339161	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	9.0	single_channel	12.616187142460936	2.382579208737001	0.0		9.0	0.1666666666666666	0.668231040071504	0.3833333333333333	0.3084952723803716	0.0	1.0	0.1333333333333333	0.7323675052362973	-0.4333333333333333	0.2439524358800517	log2(x+1)	GSE162056_counts_matrix.txt.gz		mixed	mixed	spearman												0.834360701422614	0.5659943874897022	1.0
GSE161911	dna_repair,dna_repair_title	Targeting Aberrant Replication and DNA Repair Events for Treating Breast Cancers	Homo sapiens	Expression profiling by array	6.0	scored		GPL10558	35610507	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	7.1625542850000015	0.109034559024671	0.0		6.0	0.4857142857142857	0.3287230320699708	0.3714285714285715	0.4684781341107872	0.3142857142857143	0.5440932944606415	0.0285714285714285	0.9571545189504372	-0.0857142857142857	0.8717434402332361	as_deposited	GSE161911_series_matrix.txt.gz		mixed	mixed	spearman												0.5843683789148534	0.6940924006370602	0.8037137529680298
GSE161397	dna_repair	HDAC8i/NAMPTi combination on the transcriptomes of leukemia initiating cells of AML patients	Homo sapiens	Expression profiling by high throughput sequencing	20.0	scored		GPL20301		True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	20.0	single_channel	0.1292481250360578	0.3986229153087873	0.0		20.0	-0.2626588065091813	0.2632265681241102	0.4574881410077498	0.0425420970708646	0.4300677161523957	0.058400864430485	0.0895445278863263	0.7073437835971236	-0.0678294720106127	0.7763048959294084	log2(x+1)	GSE161397_counts.rep-LIC.xlsx		NHEJ_down_IFN_up	NHEJ_down_IFN_up	spearman												0.5178133145373635	0.15237189349285768	0.27779035514817996
GSE162384	dna_repair	Mitochondrial transcription factor A (TFAM) represses the expression of interferon signaling genes in human lung epithelial cells	Homo sapiens	Expression profiling by high throughput sequencing	6.0	scored		GPL20795	34876009	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	0.4626846587793747	0.0759073370030479	0.0		6.0	-0.2319084142609793	0.6583735712609272	-0.1449427589131121	0.7841083696021083	0.2319084142609793	0.6583735712609272	0.3188740696088466	0.537900560470205	-0.25	0.6328125000000002	log2(x+1)	GSE162384_expressed_gene_FPKM.txt.gz		mixed	mixed	spearman												0.8301231985463865	0.9061342187868323	0.8860446715023557
GSE162572	dna_repair	Surprising Phenotypic Diversity of Cancer-associated mutations at Gly 34 in the Histone H3 tail	Schizosaccharomyces pombe	Expression profiling by high throughput sequencing	24.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL28961	33522486																																													
GSE163724	dna_repair	Integrative proteome analyses implicate aberrant RNA splicing impairs developmental potential of aged mouse oocytes	Mus musculus	Expression profiling by high throughput sequencing	15.0	skipped	only_raw_tar_or_no_gene_table	GPL17021	34582091																																													
GSE163862	dna_repair	RNA-seq analysis of proximal tubule specific Fan1 knockout transgenic kidneys subjected to cisplatin injury	Mus musculus	Expression profiling by high throughput sequencing	12.0	scored		GPL17021	37107275	True	8.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	12.0	single_channel	5.832398479814404	1.2472858612666533	0.0		12.0	0.8531468531468532	0.0004181179404149	0.7902097902097903	0.0022231354099909	-0.0279720279720279	0.9312343512018808	0.7762237762237763	0.0029928636801859	0.8741258741258742	0.0002007130733242	log2(x+1)	GSE163862_Fan1_TPM.txt.gz		mixed	mixed	spearman												0.0048190772876025014	0.016937277403235754	0.9834079000416491
GSE163894	dna_repair	Roles of TET and TDG in DNA demethylation in proliferating and non-proliferating immune cells [RNA-seq]	Mus musculus	Expression profiling by high throughput sequencing	24.0	skipped	only_raw_tar_or_no_gene_table	GPL24247	34158086																																													
GSE163616	dna_repair	OsMre11 is required for mitosis during rice growth and development	Oryza sativa	Expression profiling by high throughput sequencing	4.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL13160	33375295																																													
GSE16405	dna_repair	Transcriptional changes in the absence of nth-1, xpa-1 and nth-1;xpa-1	Caenorhabditis elegans	Expression profiling by array	9.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL200	20382984																																													
GSE161789	dna_repair	Integrated multiomic analysis identifies functional epigenetic signatures regulating nucleotide excision repair (RNA-seq)	Homo sapiens	Expression profiling by high throughput sequencing	8.0	scored		GPL24676		True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	12.0	single_channel	5.703454449976772	9.721134521311724	0.0		12.0	0.2307692307692307	0.470531995381542	0.8251748251748254	0.0009513628555555	0.7902097902097903	0.0022231354099909	0.7272727272727274	0.0073550288578051	0.9370629370629372	6.9931649532105415e-06	log2(x+1)	GSE161789_raw_counts_and_FPKM_for_RNA-seq.xlsx		mixed	mixed	spearman												0.7109382585680777	0.008817270176746335	0.03568926309967534
GSE164282	dna_repair	Influence of dual-species coaggregation on transcriptional changes of Streptococcus gordonii and Fusobacterium nucleatum subsp. polymorphum	Fusobacterium polymorphum; Streptococcus gordonii str. Challis substr. CH1	Expression profiling by high throughput sequencing	9.0	low_coverage		GPL29567	35071038	True	0.0	1.0	0.0		MX2		False	5.0	single_channel	11.19272694011634	1.037193631151856	0.0													log2(x+1)	GSE164282_CAB_Fnp_vs_Fnp.genes.read.txt.gz																		
GSE164340	dna_repair	Next Generation Sequencing Facilitates Analysis of Fangchinoline Treatment and Control SamplesTranscriptomes	Homo sapiens	Expression profiling by high throughput sequencing	6.0	scored		GPL24676	33828201	True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	1.7241085845579005	0.2263420692040085	0.0		6.0	0.2	0.7040000000000001	-0.2571428571428572	0.6227871720116619	-0.2	0.7040000000000001	-0.7406560798180413	0.0921672621658865	-0.4285714285714286	0.3965014577259473	log2(x+1)	GSE164340_Fangchinoline_treatment.txt.gz		mixed	mixed	spearman												0.8529595687331537	0.8055908886884662	0.899
GSE164699	dna_repair	Effect of prenatal sulforaphane (SUL) on hyperoxia-induced lung injury in Nrf2+/+ and Nrf2-/- neonates	Mus musculus	Expression profiling by array	21.0	scored		GPL1261	34942977	True	7.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	21.0	single_channel	9.352421769626009	0.994482693240512	9.0	pbs air 3d neonate lung replicate 1;pbs air 3d neonate lung replicate 2;pbs air 3d neonate lung replicate 3;sul air 3d neonate lung replicate 1;sul air 3d neonate lung replicate 3;pbs o2 3d neonate lung replicate 2;pbs o2 3d neonate lung replicate 3;sul o2 3d neonate lung replicate 2;sul o2 3d neonate lung replicate 3	21.0	-0.1636363636363636	0.4784743069143618	0.3064935064935065	0.1765941858666569	0.3987012987012987	0.0734080774222402	-0.7766233766233767	3.474548938772688e-05	-0.387012987012987	0.083060174159044	log2(x+1)	GSE164699_series_matrix.txt.gz	mixed	mixed	mixed	spearman		0.1021287458496309	0.1795268747278536	-0.148982602901421	-0.0050945716033727	paired titles, high arm minus low arm, mean across genes of log values	4.0	3.0	14.0	3.0	-0.0317268683849172	0.715721134635626	0.3968954327353114	0.29593659911477105
GSE164780	dna_repair	Insights into Epithelial Cell Senescence from Transcriptome and Secretome Analysis of Human Oral Keratinocytes [DNA-Seq]	Homo sapiens	Other	2.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL18573	33601339																																													
GSE164396	dna_repair	Histone variant macroH2A1.1 enhances non-homologous end joining-dependent DNA double-strand-break repair and reprogramming efficiency of human iPSC	Homo sapiens	Expression profiling by high throughput sequencing	12.0	scored		GPL16791	37846557	True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	12.0	single_channel	5.343194978221894	0.1975180507964135	0.0		12.0	0.1403639451331482	0.6634878575779548	0.522465795773385	0.081393209090199	0.2729298933144549	0.3907308299788284	-0.3821018506402369	0.2202955565355486	-0.3665058567365536	0.2412800118143723	as_deposited	GSE164396_vsd.txt.gz		mixed	mixed	spearman												0.8333406031403184	0.2293808619814699	0.7039419161342019
GSE164692	dna_repair	Unravelling Heterogeneity of Amplified Human Amniotic Fluid Stem Cells Sub-Populations	Homo sapiens	Expression profiling by high throughput sequencing	32.0	scored		GPL18573	33467440	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	32.0	single_channel	4.29237006728345	2.794850052936886	0.0		32.0	0.480751289901744	0.0053497159384979	0.3303898285909648	0.0647679425927545	-0.3871439095759157	0.0285931514934741	0.0762659920268968	0.6782399321756201	0.5091283303942196	0.0029209431767994	log2(x+1)	GSE164692_RNAseq_expressionMatrix_counts.txt.gz		mixed	mixed	spearman												0.037282128904725674	0.20078062203753894	0.18102283938474095
GSE162080	dna_repair	Dormant SOX9-positive cells facilitate MYC-driven recurrence of medulloblastoma	Mus musculus	Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing	44.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL16331	36219398																																													
GSE165504	dna_repair	Transcriptome analysis of Hoxb8 imortalised GM-CSF cell lines with SRSF2 P95H mutation [RNA-seq]	Mus musculus	Expression profiling by high throughput sequencing	6.0	scored		GPL21273	34464972	True	8.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	0.0	0.0	0.0		6.0											log2(x+1)	GSE165504_gene.counts.csv.gz				spearman														
GSE16565	dna_repair	Transcriptome analysis of Escherichia coli K-12 and ada mutant	Escherichia coli; Escherichia coli K-12	Expression profiling by array	7.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL5475	19728878																																													
GSE165883	dna_repair	Recurrent human papillomavirus-related head and neck cancer undergoes metabolic re-programming and is driven by oxidative phosphorylation	Homo sapiens	Expression profiling by high throughput sequencing	20.0	scored		GPL18573		True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	20.0	single_channel	6.266051190317413	1.841243649023463	0.0		20.0	0.6481203007518795	0.0019987135591128	0.4812030075187969	0.0317110446244624	-0.1654135338345864	0.4858377042773383	0.6345864661654135	0.0026514075346556	0.5864661654135337	0.0065706183711053	log2(x+1)	GSE165883_2019.01.15.counts.txt.gz		mixed	mixed	spearman												0.017790529600419873	0.120797581005897	0.7730556619026954
GSE165935	dna_repair,dna_repair_title	A global analysis of photoreceptor-mediated transcriptional changes reveals the intricate relationship between central metabolism and DNA repair in the filamentous fungus Trichoderma atroviride	Trichoderma atroviride IMI 206040	Expression profiling by high throughput sequencing	36.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL29684	34566928																																													
GSE165548	dna_repair	Radiosensitizing pancreatic cancer with PARP inhibitor and gemcitabine: an in vivo and a whole-transcriptome analysis after proton or photon irradiation	Homo sapiens	Expression profiling by high throughput sequencing	45.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL20301																																														
